transaction_id,src_account,dst_account,amount,timestamp,category
5c5b00d9-99f,ACC003344,MERCHANT_RETAIL_48,5.86,2026-01-21 13:36:00,retail
488b606b-2a8,ACC004246,MERCHANT_RESTAURANT_35,34.81,2026-02-04 10:54:00,restaurant
ef51b5cb-0a5,ACC004783,ACC000362,36.51,2026-01-04 06:04:00,transfer_p2p
e0d56fa6-4c2,ACC004287,MERCHANT_RESTAURANT_22,28.9,2026-01-25 15:31:00,restaurant
6dc9c2b1-5ee,ACC000368,MERCHANT_GROCERY_11,62.71,2026-03-29 08:57:00,grocery
c8de2a53-2e9,ACC003988,MERCHANT_FUEL_15,15.24,2026-02-15 13:50:00,fuel
7d3eeae9-456,ACC002513,MERCHANT_RESTAURANT_12,4.74,2026-02-03 10:01:00,restaurant
8d58ff09-23b,ACC003941,MERCHANT_RESTAURANT_3,32.38,2026-01-08 16:05:00,restaurant
cdef821b-54d,ACC003536,MERCHANT_GROCERY_39,12.75,2026-03-25 05:57:00,grocery
767c725b-89d,ACC002909,MERCHANT_INSURANCE_6,10.96,2026-01-22 07:04:00,insurance
21e45a8a-9f0,ACC002083,MERCHANT_SUBSCRIPTION_29,183.12,2026-03-26 04:24:00,subscription
1e51f58f-bda,ACC003095,MERCHANT_SUBSCRIPTION_44,66.87,2026-01-24 20:09:00,subscription
22f696e2-54a,ACC000522,MERCHANT_INSURANCE_6,43.04,2026-03-17 15:12:00,insurance
4f304708-9c0,ACC003411,MERCHANT_SUBSCRIPTION_5,36.84,2026-01-16 02:46:00,subscription
30e36d90-4a6,ACC001389,MERCHANT_SUBSCRIPTION_30,14.85,2026-02-27 13:12:00,subscription
c8b7c2d6-890,ACC004141,MERCHANT_RETAIL_37,22.89,2026-03-06 06:33:00,retail
cadb7415-96e,ACC002802,MERCHANT_SUBSCRIPTION_50,31.45,2026-01-14 04:41:00,subscription
5ef35fcd-24c,ACC003726,MERCHANT_RESTAURANT_34,46.44,2026-01-21 12:38:00,restaurant
fa291d62-5d9,ACC000917,MERCHANT_INSURANCE_41,67.24,2026-03-18 07:58:00,insurance
d7c60af2-146,ACC001777,ACC004857,67.07,2026-03-12 10:56:00,transfer_p2p
0ae34b5d-82d,ACC000704,MERCHANT_RETAIL_47,31.78,2026-03-27 02:00:00,retail
02a79a59-cfd,ACC003863,MERCHANT_HEALTHCARE_8,117.22,2026-01-28 14:37:00,healthcare
19d6556c-5a5,ACC002375,MERCHANT_GROCERY_34,11.81,2026-01-06 00:25:00,grocery
42f4a16d-41f,ACC003537,MERCHANT_FUEL_37,41.19,2026-03-20 16:08:00,fuel
6c275233-d33,ACC003783,MERCHANT_RETAIL_16,17.65,2026-03-10 10:03:00,retail
ed02eed9-394,ACC001240,MERCHANT_GROCERY_10,30.98,2026-01-26 14:15:00,grocery
6e4fa46e-b6e,ACC004052,MERCHANT_FUEL_9,28.69,2026-03-21 01:31:00,fuel
679853f9-218,ACC001389,MERCHANT_SUBSCRIPTION_32,23.79,2026-02-07 18:30:00,subscription
d988b22b-745,ACC001452,MERCHANT_RESTAURANT_7,135.14,2026-02-26 13:27:00,restaurant
d51b9fb6-e70,ACC004171,MERCHANT_GROCERY_19,18.36,2026-03-04 09:31:00,grocery
32977f5c-9a0,ACC001415,MERCHANT_GROCERY_21,37.94,2026-03-06 15:53:00,grocery
da899766-be8,ACC002608,MERCHANT_HEALTHCARE_8,182.56,2026-02-28 21:35:00,healthcare
af6ac924-6ef,ACC001540,MERCHANT_HEALTHCARE_37,208.02,2026-03-19 21:07:00,healthcare
427aa842-78f,ACC004343,MERCHANT_SUBSCRIPTION_19,56.73,2026-01-26 07:48:00,subscription
fdde3ebe-461,ACC002312,MERCHANT_RESTAURANT_45,310.08,2026-01-19 10:03:00,restaurant
3586f813-845,ACC001025,MERCHANT_UTILITIES_42,39.27,2026-01-27 07:42:00,utilities
a5d73a86-202,ACC002221,ACC002398,8.7,2026-02-23 14:57:00,transfer_p2p
c71cccf7-e96,ACC001044,MERCHANT_RETAIL_31,10.52,2026-03-02 20:13:00,retail
39243900-d8b,ACC000484,MERCHANT_SUBSCRIPTION_26,24.26,2026-02-11 23:44:00,subscription
b63920f0-adf,ACC001233,MERCHANT_FUEL_10,12.43,2026-02-11 11:21:00,fuel
090a7756-223,ACC002200,MERCHANT_FUEL_49,27.02,2026-01-06 18:10:00,fuel
64f1c7e2-4c9,ACC003319,MERCHANT_RETAIL_1,39.0,2026-02-08 19:10:00,retail
b23f1c28-ec6,ACC004573,MERCHANT_HEALTHCARE_8,65.67,2026-03-20 11:40:00,healthcare
44e42564-188,ACC004164,MERCHANT_RESTAURANT_44,51.34,2026-03-26 13:33:00,restaurant
a6ff94ec-fa3,ACC001241,MERCHANT_GROCERY_49,54.62,2026-02-26 07:07:00,grocery
44d6abb4-cb2,ACC002633,MERCHANT_RESTAURANT_18,70.67,2026-03-27 15:10:00,restaurant
a7b05354-cde,ACC000212,MERCHANT_RETAIL_30,13.38,2026-03-12 11:50:00,retail
d9da15ba-c6d,ACC002303,MERCHANT_HEALTHCARE_36,8.06,2026-03-14 22:46:00,healthcare
12d3f0c8-5dc,ACC001238,MERCHANT_FUEL_5,81.77,2026-02-26 02:05:00,fuel
2debdd14-e65,ACC004167,MERCHANT_UTILITIES_13,6.03,2026-02-22 04:02:00,utilities
50505319-169,ACC000327,MERCHANT_FUEL_30,112.05,2026-01-19 20:09:00,fuel
31f501e1-9d1,ACC001088,MERCHANT_INSURANCE_4,46.73,2026-02-06 01:14:00,insurance
45dcd607-234,ACC001930,MERCHANT_SUBSCRIPTION_30,38.56,2026-01-07 01:02:00,subscription
f7a8679b-93f,ACC004533,MERCHANT_RESTAURANT_19,3.69,2026-03-05 22:01:00,restaurant
d34f6da7-7c6,ACC001044,MERCHANT_RESTAURANT_5,39.72,2026-03-12 17:56:00,restaurant
5de82b47-030,ACC001821,MERCHANT_INSURANCE_1,8.68,2026-03-13 09:05:00,insurance
64e52eaf-d03,ACC001816,MERCHANT_SUBSCRIPTION_27,11.09,2026-01-05 16:03:00,subscription
27f3af3e-561,ACC004829,MERCHANT_SUBSCRIPTION_30,35.54,2026-02-24 03:09:00,subscription
a4d19b5c-5bb,ACC002619,MERCHANT_HEALTHCARE_20,22.12,2026-03-17 10:52:00,healthcare
a0088724-3b5,ACC001079,MERCHANT_RESTAURANT_44,12.3,2026-02-03 16:26:00,restaurant
f5b512cd-214,ACC002932,MERCHANT_GROCERY_12,19.05,2026-02-20 23:53:00,grocery
0df80b4f-67f,ACC002212,MERCHANT_RENT_12,38.89,2026-03-29 12:48:00,rent
74bbd1c6-640,ACC001224,MERCHANT_RENT_20,12.25,2026-02-01 00:18:00,rent
039774b1-a8a,ACC004585,MERCHANT_RENT_21,126.22,2026-02-24 07:27:00,rent
0904eadf-f00,ACC003141,ACC001852,12.06,2026-03-24 14:20:00,transfer_p2p
3f79b321-2f0,ACC000710,MERCHANT_HEALTHCARE_15,20.08,2026-03-12 11:33:00,healthcare
b1a03120-2df,EXTERNAL_PAYROLL,ACC001382,1910.97,2026-02-08 23:13:00,salary
628ae371-61f,ACC002712,MERCHANT_FUEL_48,16.35,2026-02-21 20:37:00,fuel
6adc2e59-ecf,ACC000991,MERCHANT_RETAIL_20,81.5,2026-03-05 16:03:00,retail
adf47df8-b4a,ACC000969,MERCHANT_HEALTHCARE_40,13.64,2026-03-25 05:47:00,healthcare
4a8ef62b-942,ACC001119,MERCHANT_FUEL_24,49.52,2026-01-21 03:57:00,fuel
232d5edb-2b9,ACC003895,MERCHANT_UTILITIES_40,5.92,2026-02-16 02:50:00,utilities
d5c4e29e-66e,ACC003320,MERCHANT_SUBSCRIPTION_16,169.54,2026-02-23 11:42:00,subscription
5a5917b8-724,ACC000119,MERCHANT_GROCERY_29,20.51,2026-03-26 23:28:00,grocery
7ae83a9c-5e9,ACC000728,MERCHANT_RESTAURANT_39,9.01,2026-03-11 10:05:00,restaurant
7ec40025-b9a,ACC002735,MERCHANT_FUEL_31,29.13,2026-01-14 06:16:00,fuel
f9aeb6d8-67c,ACC003354,ACC000460,13.96,2026-03-27 18:26:00,transfer_p2p
649f9070-21e,ACC000975,ACC003504,10.42,2026-02-04 10:38:00,transfer_p2p
c681a93e-76b,ACC003649,ACC000291,21.51,2026-02-01 03:47:00,transfer_p2p
e2c17930-b80,ACC000045,MERCHANT_UTILITIES_16,283.79,2026-02-02 15:56:00,utilities
7e1af04a-896,ACC004542,MERCHANT_RESTAURANT_48,14.55,2026-01-01 10:48:00,restaurant
c7b68cf9-522,ACC003894,MERCHANT_RETAIL_20,24.86,2026-01-29 12:20:00,retail
2e979d32-3ee,ACC002654,MERCHANT_GROCERY_42,9.02,2026-02-21 07:02:00,grocery
51a6610c-792,ACC002560,ACC002984,66.54,2026-01-11 08:18:00,transfer_p2p
d978c03a-72d,ACC004967,ACC004600,26.01,2026-03-06 09:40:00,transfer_p2p
416096e3-3e7,ACC001888,MERCHANT_RETAIL_46,7.04,2026-03-16 00:09:00,retail
f526e852-4b8,ACC003921,MERCHANT_UTILITIES_39,80.63,2026-01-24 04:12:00,utilities
1f6fe993-c57,ACC001101,MERCHANT_SUBSCRIPTION_15,71.71,2026-02-06 20:43:00,subscription
3ae1ff6b-a33,ACC003458,ACC000212,27.76,2026-01-24 19:13:00,transfer_p2p
a3367576-e5e,ACC001000,MERCHANT_RENT_28,25.4,2026-01-16 14:02:00,rent
ddd443c5-e2a,ACC000740,MERCHANT_RETAIL_39,14.0,2026-03-07 15:38:00,retail
fe9e059b-73c,ACC004388,MERCHANT_SUBSCRIPTION_8,13.13,2026-01-22 19:49:00,subscription
721b790c-127,ACC002407,MERCHANT_SUBSCRIPTION_4,64.64,2026-01-20 23:07:00,subscription
37961dfc-748,ACC001625,MERCHANT_FUEL_18,6.48,2026-01-21 02:04:00,fuel
246fc18b-209,ACC002652,MERCHANT_INSURANCE_14,9.33,2026-02-05 05:03:00,insurance
157c1e52-894,ACC001770,MERCHANT_UTILITIES_6,27.28,2026-02-06 22:11:00,utilities
9b126003-c4e,ACC004259,MERCHANT_RETAIL_22,15.68,2026-01-09 06:20:00,retail
08181ec7-0ef,ACC001673,MERCHANT_SUBSCRIPTION_39,64.1,2026-01-25 13:12:00,subscription
008f6038-670,ACC003466,MERCHANT_FUEL_35,23.11,2026-02-18 04:37:00,fuel
96e5c22a-496,ACC000069,MERCHANT_FUEL_14,94.88,2026-01-05 06:09:00,fuel
33050bbf-57a,ACC001286,MERCHANT_GROCERY_12,26.6,2026-02-02 16:14:00,grocery
20157d06-5ca,ACC002165,MERCHANT_RETAIL_46,26.61,2026-01-13 05:45:00,retail
9058aa9a-c31,ACC000630,MERCHANT_GROCERY_50,8.96,2026-03-20 09:35:00,grocery
6c812d7c-b25,ACC001227,MERCHANT_SUBSCRIPTION_26,10.55,2026-03-16 04:39:00,subscription
3445ac29-8a8,ACC002837,MERCHANT_FUEL_12,55.03,2026-03-10 23:08:00,fuel
f7125af3-122,ACC002721,MERCHANT_FUEL_30,43.85,2026-01-21 04:47:00,fuel
9e98dcea-9ec,ACC003478,MERCHANT_RESTAURANT_30,21.0,2026-01-18 07:49:00,restaurant
c718785c-f37,ACC000498,MERCHANT_FUEL_6,221.18,2026-02-23 09:03:00,fuel
efb769a5-dbe,ACC004430,MERCHANT_UTILITIES_45,28.46,2026-02-12 14:14:00,utilities
c44a4ae0-04f,ACC004336,MERCHANT_RESTAURANT_25,35.33,2026-02-17 08:17:00,restaurant
ba2776a3-eb3,ACC002818,MERCHANT_FUEL_37,6.4,2026-02-06 18:52:00,fuel
fa82ea7c-8e8,ACC003043,MERCHANT_RETAIL_28,25.08,2026-03-08 19:40:00,retail
af7747c5-b44,ACC004053,MERCHANT_UTILITIES_14,7.01,2026-01-26 08:33:00,utilities
8966438e-54a,ACC004121,MERCHANT_SUBSCRIPTION_31,92.44,2026-01-22 21:27:00,subscription
3aeffc17-b07,ACC003901,MERCHANT_HEALTHCARE_24,171.23,2026-01-30 13:46:00,healthcare
cec582e5-92e,ACC003927,MERCHANT_RETAIL_9,119.62,2026-02-27 14:20:00,retail
6d45227d-0fc,ACC003628,MERCHANT_HEALTHCARE_41,10.74,2026-03-29 10:44:00,healthcare
2f644143-c92,ACC003312,MERCHANT_RETAIL_9,50.76,2026-01-19 00:48:00,retail
d79809a6-21f,ACC002666,MERCHANT_RETAIL_35,32.47,2026-03-14 15:32:00,retail
e4669849-9e8,ACC004508,MERCHANT_GROCERY_15,57.59,2026-01-03 19:58:00,grocery
c3acfda4-ebf,ACC003025,MERCHANT_RENT_10,124.42,2026-01-17 15:39:00,rent
3afae269-8bf,ACC002598,MERCHANT_RESTAURANT_10,100.9,2026-01-04 17:42:00,restaurant
01181ba5-ad2,ACC002900,ACC004456,13.47,2026-03-21 00:53:00,transfer_p2p
1a9fca8a-7ec,ACC000931,ACC004426,6.82,2026-03-20 06:46:00,transfer_p2p
b48a1bdd-61f,ACC003922,MERCHANT_RETAIL_12,56.64,2026-01-16 06:48:00,retail
f85772c4-00e,ACC000666,MERCHANT_UTILITIES_38,46.58,2026-01-17 20:33:00,utilities
736c3665-010,ACC004212,MERCHANT_FUEL_22,15.63,2026-01-24 03:16:00,fuel
1033b598-418,ACC004994,ACC000211,129.44,2026-03-18 05:34:00,transfer_p2p
2bf27b31-fb2,EXTERNAL_PAYROLL,ACC004825,4391.38,2026-01-26 20:15:00,salary
696e8bc8-7c3,ACC001741,MERCHANT_SUBSCRIPTION_17,111.76,2026-03-09 17:22:00,subscription
f06b2ea2-0fc,ACC004467,MERCHANT_GROCERY_36,19.12,2026-02-18 16:00:00,grocery
8b6758db-364,ACC000272,ACC004746,16.25,2026-02-27 18:34:00,transfer_p2p
c76b3fbc-636,ACC000941,MERCHANT_RESTAURANT_36,11.76,2026-02-16 13:29:00,restaurant
7e5aa701-a4c,ACC001268,MERCHANT_GROCERY_24,20.81,2026-01-20 07:56:00,grocery
d698fcc7-97e,ACC003549,MERCHANT_HEALTHCARE_26,35.41,2026-02-17 03:24:00,healthcare
57c47748-9e2,ACC003958,MERCHANT_UTILITIES_28,8.85,2026-02-19 13:32:00,utilities
9411510e-85d,ACC002431,MERCHANT_GROCERY_10,37.42,2026-01-23 12:22:00,grocery
1e867f62-e40,ACC003422,MERCHANT_HEALTHCARE_2,164.05,2026-02-13 10:41:00,healthcare
5c838f39-cdd,ACC002557,MERCHANT_RESTAURANT_18,32.6,2026-03-06 07:56:00,restaurant
cd47d266-1e4,ACC002433,ACC003086,11.69,2026-01-31 03:15:00,transfer_p2p
76610596-a8d,ACC004160,MERCHANT_RETAIL_38,26.95,2026-01-18 11:22:00,retail
7a27746b-23f,ACC003057,MERCHANT_SUBSCRIPTION_8,6.8,2026-02-23 11:18:00,subscription
0dd89a25-2a3,ACC004661,MERCHANT_GROCERY_36,132.34,2026-02-18 03:49:00,grocery
a6cdc6c3-363,ACC001890,MERCHANT_RENT_49,124.47,2026-03-01 04:19:00,rent
a7c2f211-fea,ACC004015,MERCHANT_HEALTHCARE_41,4.29,2026-01-23 15:40:00,healthcare
a91b8186-948,ACC001277,MERCHANT_GROCERY_40,11.2,2026-01-11 19:17:00,grocery
7bd613f1-c47,ACC000964,MERCHANT_SUBSCRIPTION_7,40.03,2026-02-21 04:37:00,subscription
751e1110-b79,ACC003979,MERCHANT_RESTAURANT_16,25.6,2026-01-08 10:10:00,restaurant
92debfb2-1f2,EXTERNAL_PAYROLL,ACC001547,3446.95,2026-01-09 18:20:00,salary
73a9b393-631,ACC000896,MERCHANT_INSURANCE_33,65.87,2026-03-13 01:09:00,insurance
9d183a84-728,ACC002185,MERCHANT_RETAIL_34,158.34,2026-03-15 02:47:00,retail
674d3eec-1cf,ACC003557,ACC003507,420.28,2026-03-11 05:15:00,transfer_p2p
3378689e-aa6,ACC002728,MERCHANT_SUBSCRIPTION_41,8.46,2026-03-24 09:09:00,subscription
56d75c6c-6a8,ACC000025,MERCHANT_INSURANCE_49,118.26,2026-01-06 17:24:00,insurance
2a37a740-7a3,ACC000356,MERCHANT_SUBSCRIPTION_37,331.55,2026-02-10 10:01:00,subscription
a99cf221-f19,ACC003658,MERCHANT_SUBSCRIPTION_40,6.58,2026-01-13 18:32:00,subscription
853e73db-be4,EXTERNAL_PAYROLL,ACC001050,4594.92,2026-02-18 06:50:00,salary
2ffd2ae2-56d,ACC000581,MERCHANT_RETAIL_30,12.96,2026-01-19 16:01:00,retail
95046115-24d,ACC003700,MERCHANT_UTILITIES_43,102.21,2026-01-05 02:17:00,utilities
e55413fb-70c,ACC004771,ACC003046,16.53,2026-01-23 00:50:00,transfer_p2p
c1d53d08-c77,ACC000647,MERCHANT_RENT_4,14.98,2026-02-11 09:29:00,rent
35d4bf4f-808,ACC001131,MERCHANT_RETAIL_4,41.56,2026-01-20 23:25:00,retail
f9299fd2-471,ACC004336,MERCHANT_RETAIL_26,37.22,2026-01-21 11:56:00,retail
85f2fc84-edf,ACC000298,EXTERNAL_CASHOUT_85,6063.05,2026-01-07 17:18:00,transfer_p2p
1dc00320-373,ACC002893,MERCHANT_RESTAURANT_34,8.65,2026-01-29 15:22:00,restaurant
d4299f7a-40c,ACC001941,MERCHANT_FUEL_17,26.94,2026-02-09 16:58:00,fuel
bc56b614-452,ACC000233,MERCHANT_GROCERY_16,16.33,2026-02-25 05:00:00,grocery
48ac9dde-fe8,ACC000150,MERCHANT_INSURANCE_46,35.9,2026-02-18 23:02:00,insurance
88e3c586-974,ACC002767,ACC003247,11.53,2026-03-28 15:39:00,transfer_p2p
d077b93a-c8a,ACC004597,MERCHANT_GROCERY_35,35.95,2026-01-29 12:29:00,grocery
40790dd3-394,ACC003746,MERCHANT_RESTAURANT_45,20.05,2026-02-05 00:28:00,restaurant
2bf0bac1-cc1,ACC000780,MERCHANT_FUEL_42,27.47,2026-01-02 09:39:00,fuel
05b3cf61-d87,EXTERNAL_PAYROLL,ACC002069,4599.39,2026-01-05 19:47:00,salary
aa01f054-648,ACC004680,MERCHANT_UTILITIES_1,73.06,2026-02-15 23:34:00,utilities
8d952785-abf,ACC003254,MERCHANT_RESTAURANT_17,34.17,2026-02-21 03:34:00,restaurant
fc35206e-c49,ACC003542,MERCHANT_RESTAURANT_43,172.24,2026-03-15 23:24:00,restaurant
247b1524-a79,ACC001393,MERCHANT_RENT_41,11.09,2026-02-22 23:40:00,rent
225e9eb3-f4b,ACC004735,MERCHANT_RESTAURANT_21,23.14,2026-01-14 02:38:00,restaurant
4116b0ae-b84,ACC003667,MERCHANT_GROCERY_42,23.83,2026-03-29 19:26:00,grocery
b9855513-2b5,ACC004991,MERCHANT_RESTAURANT_41,276.54,2026-01-08 12:37:00,restaurant
ec7bfa7a-e23,EXTERNAL_PAYROLL,ACC003141,1674.44,2026-03-26 23:07:00,salary
ba26bdfc-adc,ACC003066,MERCHANT_RETAIL_15,4.32,2026-01-19 00:05:00,retail
7e62d753-b84,ACC000453,MERCHANT_RENT_25,15.94,2026-02-28 23:40:00,rent
d869fb98-e75,ACC000130,MERCHANT_SUBSCRIPTION_8,28.81,2026-02-07 19:21:00,subscription
9efb5e13-e8a,ACC001129,MERCHANT_SUBSCRIPTION_45,32.14,2026-02-17 21:09:00,subscription
fedddafe-ec1,ACC004516,MERCHANT_INSURANCE_4,89.29,2026-01-17 02:29:00,insurance
51262ea5-9a9,ACC004349,MERCHANT_RESTAURANT_50,125.52,2026-01-07 22:51:00,restaurant
1443f5ae-fef,ACC000603,MERCHANT_RENT_30,59.37,2026-01-14 18:08:00,rent
5d73d5cb-883,ACC000774,MERCHANT_INSURANCE_15,80.49,2026-03-12 16:01:00,insurance
999a2e01-7b5,ACC004903,MERCHANT_SUBSCRIPTION_43,9.22,2026-02-21 08:03:00,subscription
e7c68453-5fd,ACC000358,MERCHANT_FUEL_26,157.94,2026-01-17 04:56:00,fuel
eb40f4e9-9bd,ACC002198,MERCHANT_GROCERY_1,17.1,2026-03-15 06:15:00,grocery
c72c9d55-f4d,ACC000898,MERCHANT_HEALTHCARE_26,22.96,2026-01-18 22:20:00,healthcare
09269fc7-3fc,ACC003483,MERCHANT_RETAIL_37,28.64,2026-02-12 09:04:00,retail
06fff0b7-c18,ACC004776,ACC000539,65.87,2026-02-03 04:16:00,transfer_p2p
ccfd36cc-afa,ACC003874,MERCHANT_GROCERY_13,5.53,2026-03-29 16:38:00,grocery
a75f40ce-2ff,ACC004760,MERCHANT_RETAIL_41,9.76,2026-03-24 15:14:00,retail
76f49a5c-9c5,ACC004160,MERCHANT_HEALTHCARE_28,27.2,2026-02-20 16:03:00,healthcare
fcc33a4f-41a,ACC002316,MERCHANT_INSURANCE_17,28.39,2026-01-09 19:18:00,insurance
186b6190-797,ACC004051,MERCHANT_GROCERY_12,44.81,2026-03-03 13:11:00,grocery
9d9b6771-f98,ACC000693,MERCHANT_HEALTHCARE_9,94.45,2026-02-17 04:02:00,healthcare
80fac8fa-4e2,ACC002325,MERCHANT_FUEL_26,34.08,2026-03-18 04:04:00,fuel
25cb3f51-029,ACC000354,MERCHANT_SUBSCRIPTION_17,20.93,2026-03-20 06:03:00,subscription
9215e84e-6cd,ACC004353,MERCHANT_RENT_14,430.3,2026-03-27 20:09:00,rent
5a559886-082,ACC002228,ACC000622,52.93,2026-03-26 13:04:00,transfer_p2p
8e2a1041-763,ACC000975,MERCHANT_INSURANCE_32,9.33,2026-01-30 02:34:00,insurance
cb602934-31a,ACC000317,MERCHANT_RESTAURANT_18,12.3,2026-03-27 17:14:00,restaurant
d167ebb2-629,ACC004177,MERCHANT_INSURANCE_40,126.56,2026-01-02 22:16:00,insurance
8ea7ca46-e9e,ACC001853,MERCHANT_UTILITIES_11,23.01,2026-01-14 21:04:00,utilities
a76ab038-0f1,ACC001098,MERCHANT_RETAIL_31,22.23,2026-01-09 18:55:00,retail
6ec14c82-e8e,ACC004251,MERCHANT_FUEL_30,25.73,2026-02-07 04:13:00,fuel
cd2b40a4-e69,ACC004449,MERCHANT_INSURANCE_2,63.51,2026-01-20 07:13:00,insurance
471a3bf2-035,ACC002949,MERCHANT_RESTAURANT_5,27.91,2026-01-03 11:18:00,restaurant
24ec3b30-675,ACC001847,MERCHANT_SUBSCRIPTION_44,28.95,2026-03-27 00:35:00,subscription
92954591-5b1,ACC001676,MERCHANT_SUBSCRIPTION_15,23.64,2026-03-28 20:56:00,subscription
09009c9f-86f,ACC000227,MERCHANT_RETAIL_20,61.01,2026-01-02 22:19:00,retail
5a60e17d-4d9,ACC004229,MERCHANT_SUBSCRIPTION_5,32.76,2026-01-20 12:31:00,subscription
ad276f2c-b1e,ACC000080,MERCHANT_SUBSCRIPTION_8,2.87,2026-01-29 14:35:00,subscription
b4095cf4-547,ACC003261,MERCHANT_RENT_4,23.65,2026-01-18 06:08:00,rent
bb67ea1e-fa4,ACC002356,ACC004865,50.61,2026-01-18 09:38:00,transfer_p2p
035ab043-530,ACC001066,MERCHANT_RENT_33,36.25,2026-03-16 14:58:00,rent
5ca0a03f-2ae,ACC000719,MERCHANT_FUEL_7,7.15,2026-01-03 21:44:00,fuel
28d21957-6e6,ACC003189,ACC002358,77.61,2026-02-18 15:46:00,transfer_p2p
aaee2e4f-13e,ACC000684,MERCHANT_HEALTHCARE_40,22.08,2026-03-20 20:42:00,healthcare
118e80ad-571,ACC001707,MERCHANT_INSURANCE_6,13.16,2026-02-14 00:02:00,insurance
bd518eb6-481,ACC002681,MERCHANT_SUBSCRIPTION_48,74.36,2026-03-17 04:52:00,subscription
02682747-a74,ACC000812,MERCHANT_UTILITIES_30,36.78,2026-02-05 16:06:00,utilities
6edc44b0-e47,ACC000921,MERCHANT_HEALTHCARE_35,9.42,2026-03-05 15:20:00,healthcare
bc82ce7f-ca6,EXTERNAL_PAYROLL,ACC000039,3503.86,2026-01-26 05:53:00,salary
bf90d6d8-6ba,ACC000293,MERCHANT_RESTAURANT_10,18.53,2026-02-11 00:02:00,restaurant
78acaf3d-7a7,ACC004904,MERCHANT_INSURANCE_12,11.21,2026-03-25 06:50:00,insurance
7f6db8a0-13e,ACC004860,MERCHANT_HEALTHCARE_35,50.95,2026-01-29 13:25:00,healthcare
2e86db02-d3f,ACC001701,MERCHANT_GROCERY_17,180.85,2026-01-09 18:31:00,grocery
d18e2cb0-357,ACC000009,MERCHANT_INSURANCE_48,37.85,2026-01-18 15:00:00,insurance
21d920ce-c61,ACC000352,MERCHANT_GROCERY_25,173.03,2026-02-02 23:19:00,grocery
ee29f499-c9a,ACC001118,MERCHANT_RENT_11,13.41,2026-01-06 12:26:00,rent
3ac87ce1-893,EXTERNAL_PAYROLL,ACC001201,4854.15,2026-01-15 01:28:00,salary
cead050c-d70,ACC002308,MERCHANT_GROCERY_15,176.21,2026-03-13 18:45:00,grocery
3ce7d6bc-fed,ACC000048,MERCHANT_FUEL_39,309.65,2026-03-26 15:29:00,fuel
7faa35ee-69f,ACC000100,MERCHANT_SUBSCRIPTION_12,26.49,2026-01-26 22:32:00,subscription
e838c26b-8bd,ACC000574,MERCHANT_RESTAURANT_3,107.82,2026-03-01 04:09:00,restaurant
bcd95374-a77,ACC003136,MERCHANT_UTILITIES_7,24.56,2026-03-14 14:38:00,utilities
ffffd544-5d5,ACC000067,ACC000443,28.78,2026-01-13 04:20:00,transfer_p2p
86d67ad8-b61,ACC002663,MERCHANT_FUEL_2,24.1,2026-03-18 16:09:00,fuel
f98cb1a3-0dc,ACC002645,MERCHANT_GROCERY_49,18.81,2026-03-14 13:34:00,grocery
0a7dce11-0ce,ACC000226,MERCHANT_RESTAURANT_30,211.59,2026-03-08 15:12:00,restaurant
67ad9c1c-872,ACC000909,MERCHANT_GROCERY_45,39.35,2026-01-17 11:07:00,grocery
a601e7a9-5cc,ACC002719,MERCHANT_SUBSCRIPTION_44,37.95,2026-02-16 02:48:00,subscription
cbffbab9-d68,ACC002477,MERCHANT_GROCERY_49,38.5,2026-01-20 02:33:00,grocery
3c235682-e27,ACC004350,MERCHANT_SUBSCRIPTION_11,22.41,2026-02-15 17:34:00,subscription
a2d72955-5d2,ACC002021,MERCHANT_UTILITIES_28,4.35,2026-03-23 22:08:00,utilities
e8644667-bd8,ACC001376,MERCHANT_FUEL_31,11.39,2026-02-03 15:18:00,fuel
bdb98a07-75b,ACC003642,MERCHANT_INSURANCE_35,234.72,2026-02-22 04:53:00,insurance
a0caa70e-b25,EXTERNAL_PAYROLL,ACC002873,3887.26,2026-01-28 13:23:00,salary
37c4b024-6d0,ACC001579,MERCHANT_SUBSCRIPTION_44,59.49,2026-02-03 22:13:00,subscription
4d98af37-1e4,ACC003325,MERCHANT_RESTAURANT_36,10.21,2026-02-18 17:27:00,restaurant
fe7433a8-08a,ACC000308,MERCHANT_INSURANCE_34,47.22,2026-03-08 21:31:00,insurance
6e40880e-5cd,ACC001211,MERCHANT_RETAIL_37,27.85,2026-03-16 15:49:00,retail
c0911975-b51,ACC000430,MERCHANT_HEALTHCARE_29,12.42,2026-01-22 06:23:00,healthcare
0a459036-ae0,ACC004070,MERCHANT_SUBSCRIPTION_13,77.34,2026-02-14 07:04:00,subscription
f5fff28e-a11,ACC000261,MERCHANT_HEALTHCARE_39,18.98,2026-01-09 04:58:00,healthcare
0cc0ade4-f47,ACC003088,MERCHANT_INSURANCE_30,36.98,2026-02-10 18:12:00,insurance
99dfd814-1b8,ACC000454,MERCHANT_SUBSCRIPTION_17,21.88,2026-02-26 16:17:00,subscription
51fc3ab9-279,ACC004278,MERCHANT_RENT_29,8.91,2026-03-04 00:21:00,rent
4a8964c4-ccd,ACC000046,ACC003361,17.64,2026-03-25 04:54:00,transfer_p2p
cc39a646-327,ACC001218,MERCHANT_GROCERY_5,135.91,2026-01-08 18:55:00,grocery
