transaction_id,src_account,dst_account,pattern_type,is_fraud
ee876f14-781,ACC002229,MERCHANT_HEALTHCARE_18,normal,0
75c89188-4a0,ACC003033,MERCHANT_FUEL_10,normal,0
196ee14f-f6a,ACC001653,ACC000645,normal,0
3879ca52-0d9,ACC000952,MERCHANT_SUBSCRIPTION_26,normal,0
4fd79783-13a,ACC001526,MERCHANT_RETAIL_42,normal,0
4fe8b68e-e4f,ACC003536,MERCHANT_UTILITIES_40,normal,0
02fb7f5c-d67,ACC001358,MERCHANT_GROCERY_48,normal,0
53cce691-2ae,ACC004332,MERCHANT_INSURANCE_28,normal,0
568f0b4a-ef3,ACC001769,MERCHANT_RESTAURANT_43,normal,0
2156b067-931,ACC003653,MERCHANT_UTILITIES_32,normal,0
7b4d435d-1ef,ACC002122,MERCHANT_INSURANCE_50,normal,0
f4e07f76-b68,ACC002056,MERCHANT_RENT_4,normal,0
1f647bc5-b60,ACC001802,MERCHANT_HEALTHCARE_10,normal,0
400e9cc7-daa,ACC000379,MERCHANT_HEALTHCARE_35,normal,0
c101ac3e-676,ACC003322,MERCHANT_RESTAURANT_37,normal,0
9143299d-1ee,ACC000710,MERCHANT_SUBSCRIPTION_32,normal,0
cafdf748-6e1,ACC003117,MERCHANT_RETAIL_41,normal,0
8cffd97a-362,ACC001123,MERCHANT_HEALTHCARE_3,normal,0
f2027421-2ca,ACC001579,MERCHANT_HEALTHCARE_36,normal,0
bed3912c-530,ACC004519,MERCHANT_RETAIL_48,normal,0
54aa0c90-69c,ACC002428,MERCHANT_HEALTHCARE_33,normal,0
d0511fd0-c98,ACC001460,MERCHANT_RESTAURANT_48,normal,0
b119c5c0-57b,ACC001959,ACC001654,normal,0
b78b6af0-69e,ACC004293,MERCHANT_GROCERY_48,normal,0
a5f4cf47-403,ACC001368,MERCHANT_INSURANCE_34,normal,0
8c6ab07a-8eb,ACC000741,MERCHANT_RESTAURANT_37,normal,0
90b23e8c-7c4,EXTERNAL_PAYROLL,ACC001581,normal,0
84b44451-cc8,ACC003439,MERCHANT_GROCERY_4,normal,0
5b0fd9ee-b78,ACC001361,MERCHANT_HEALTHCARE_2,normal,0
875df443-46d,ACC001486,MERCHANT_INSURANCE_34,normal,0
3418835e-1b0,ACC003520,MERCHANT_RENT_25,normal,0
8a336081-be8,ACC004431,MERCHANT_RENT_36,normal,0
7c557f29-364,ACC001752,MERCHANT_INSURANCE_45,normal,0
535deba8-3ae,ACC002645,MERCHANT_HEALTHCARE_39,normal,0
aa166045-e0f,ACC003455,MERCHANT_SUBSCRIPTION_15,normal,0
4cc2848e-3ea,ACC004389,MERCHANT_GROCERY_20,normal,0
696d7dde-2bd,ACC000578,MERCHANT_RESTAURANT_50,normal,0
cc202d0f-478,ACC003198,ACC001462,normal,0
6acb56c0-1ea,ACC002928,MERCHANT_RETAIL_31,normal,0
0ce0a9f8-8d7,ACC004495,MERCHANT_HEALTHCARE_19,normal,0
a7e05635-f2d,ACC000006,MERCHANT_RENT_50,normal,0
0b6db6f3-0cc,ACC004751,MERCHANT_INSURANCE_5,normal,0
dcb689cf-d76,ACC004713,MERCHANT_RENT_11,normal,0
cbd99138-620,ACC003839,MERCHANT_INSURANCE_19,normal,0
3f80bec4-6cf,ACC000292,MERCHANT_HEALTHCARE_22,normal,0
aab499bb-7b2,ACC002692,MERCHANT_GROCERY_20,normal,0
10fe937a-9b3,ACC004985,ACC001280,normal,0
430aa4b6-f12,ACC001693,MERCHANT_SUBSCRIPTION_27,normal,0
1f21eb33-5c5,ACC001207,MERCHANT_GROCERY_27,normal,0
3cd8eaba-287,EXTERNAL_PAYROLL,ACC000083,normal,0
9e545a0b-37e,ACC000872,MERCHANT_FUEL_2,normal,0
d05ee21b-21c,ACC002350,MERCHANT_RESTAURANT_43,normal,0
7248d569-9c2,ACC000612,MERCHANT_RENT_3,normal,0
98769f75-de8,ACC003570,MERCHANT_INSURANCE_9,normal,0
b975bd45-436,ACC003896,MERCHANT_HEALTHCARE_42,normal,0
8c8148f3-852,ACC002903,MERCHANT_INSURANCE_30,normal,0
017136d9-ffb,ACC003165,MERCHANT_FUEL_8,normal,0
1adab152-ac1,ACC004459,MERCHANT_GROCERY_15,normal,0
b2476c21-37a,ACC004517,MERCHANT_SUBSCRIPTION_45,normal,0
be890bd9-5bd,ACC004554,MERCHANT_HEALTHCARE_35,normal,0
9952b380-770,ACC003375,MERCHANT_UTILITIES_28,normal,0
e2fb64f2-563,ACC003003,MERCHANT_FUEL_30,normal,0
1e4274f2-ec0,ACC000296,MERCHANT_GROCERY_1,normal,0
8b4fe4ea-e84,ACC000251,MERCHANT_HEALTHCARE_28,normal,0
fb185116-2b0,ACC002520,MERCHANT_FUEL_7,normal,0
7f026f6c-a21,ACC003230,MERCHANT_GROCERY_40,normal,0
5589c402-db6,ACC000430,MERCHANT_RESTAURANT_21,normal,0
c39d3669-5df,ACC001244,MERCHANT_SUBSCRIPTION_31,normal,0
6dea3911-46c,ACC001127,ACC001738,normal,0
07d1c86f-b66,ACC003974,MERCHANT_HEALTHCARE_37,normal,0
2db397e3-5b3,ACC002372,MERCHANT_UTILITIES_15,normal,0
6d6d869c-aba,ACC004453,MERCHANT_INSURANCE_9,normal,0
3ec6b9e8-d51,ACC000907,MERCHANT_RETAIL_28,normal,0
b6601ddc-e5f,ACC001113,MERCHANT_SUBSCRIPTION_26,normal,0
622083d9-fb7,ACC004213,MERCHANT_INSURANCE_25,normal,0
43846e83-6ec,ACC001760,MERCHANT_RETAIL_19,normal,0
b87755e7-7e0,ACC001052,MERCHANT_GROCERY_25,normal,0
4d3eb14f-59c,ACC001284,MERCHANT_UTILITIES_22,normal,0
40052d0f-21a,ACC000198,MERCHANT_RESTAURANT_1,normal,0
5b9e9a1a-239,ACC003997,ACC000547,normal,0
503c646a-0c9,ACC000019,MERCHANT_INSURANCE_18,normal,0
33b7edf0-cc3,ACC003328,MERCHANT_RENT_26,normal,0
79d1d3a9-186,EXTERNAL_PAYROLL,ACC004933,normal,0
b8be7c6b-8e0,ACC004638,MERCHANT_GROCERY_22,normal,0
4061a748-9af,ACC002065,MERCHANT_RENT_13,normal,0
8e1b27ae-c4d,ACC000982,MERCHANT_RETAIL_15,normal,0
8d435f47-bcf,ACC004843,MERCHANT_FUEL_43,normal,0
35e6b123-554,ACC004704,MERCHANT_INSURANCE_26,normal,0
59ca0b20-288,ACC003614,MERCHANT_GROCERY_37,normal,0
ec93a57a-6cf,ACC003292,MERCHANT_UTILITIES_37,normal,0
a831020f-3e5,ACC001288,MERCHANT_INSURANCE_15,normal,0
44ec4e2a-e70,ACC001762,ACC003921,normal,0
da305810-6fc,ACC002450,MERCHANT_HEALTHCARE_9,normal,0
4c5c4218-e2d,ACC000749,MERCHANT_SUBSCRIPTION_28,normal,0
f1489315-df1,ACC001400,MERCHANT_RESTAURANT_11,normal,0
c3adaad4-f7d,ACC001456,ACC001724,normal,0
0dc679f5-3fc,ACC001099,MERCHANT_RENT_3,normal,0
30a408f5-1cd,ACC001718,MERCHANT_SUBSCRIPTION_28,normal,0
948dcf8f-3a7,ACC003474,MERCHANT_SUBSCRIPTION_30,normal,0
d7bcc1da-5aa,ACC001893,MERCHANT_SUBSCRIPTION_23,normal,0
85b5acf9-599,ACC003220,MERCHANT_RESTAURANT_27,normal,0
a7f56580-4a3,ACC001665,MERCHANT_FUEL_35,normal,0
a14f9fb7-a68,ACC001754,ACC003820,normal,0
799725ed-e0d,ACC000576,MERCHANT_RETAIL_44,normal,0
73f1fb15-fcf,ACC001549,MERCHANT_RENT_9,normal,0
56e230ae-eaa,ACC001954,MERCHANT_INSURANCE_36,normal,0
fc4dc971-ea9,ACC002831,MERCHANT_GROCERY_47,normal,0
86e5c4eb-0de,ACC003502,MERCHANT_RESTAURANT_36,normal,0
17670edf-8a8,ACC003869,MERCHANT_RESTAURANT_14,normal,0
a7ea10e6-579,ACC002192,MERCHANT_SUBSCRIPTION_35,normal,0
bf13fd47-b2b,EXTERNAL_PAYROLL,ACC004725,normal,0
92768c1d-2c2,ACC004826,MERCHANT_INSURANCE_29,normal,0
9352087e-769,ACC002546,ACC001063,fan_in_aggregation,1
f381f59e-ad0,ACC003184,MERCHANT_RENT_37,normal,0
7147e49c-5ba,ACC004039,ACC004182,normal,0
ac5fb8d1-26e,ACC002840,MERCHANT_FUEL_16,normal,0
20235cae-fed,ACC002546,MERCHANT_RETAIL_49,normal,0
1843b397-851,ACC001135,MERCHANT_RENT_23,normal,0
a8c889c0-2c3,ACC001117,MERCHANT_RESTAURANT_13,normal,0
fe6c8679-94b,ACC002883,MERCHANT_RENT_7,normal,0
2ffad269-f77,ACC004384,MERCHANT_INSURANCE_5,normal,0
5a68a3ef-14f,ACC003105,MERCHANT_FUEL_6,normal,0
033f0c41-4b3,ACC004846,MERCHANT_FUEL_33,normal,0
271c5564-d28,EXTERNAL_PAYROLL,ACC001201,normal,0
4715c3e4-eed,ACC000855,MERCHANT_FUEL_14,normal,0
ea49b29b-b2c,ACC000817,MERCHANT_GROCERY_15,normal,0
af79ee1e-a0a,ACC003499,MERCHANT_SUBSCRIPTION_2,normal,0
bc54c5c2-269,ACC002614,MERCHANT_FUEL_18,normal,0
08186138-839,ACC003316,MERCHANT_UTILITIES_25,normal,0
0f0a7e1f-bab,ACC000614,MERCHANT_UTILITIES_50,normal,0
b096a737-ae2,ACC003354,ACC003715,normal,0
9c808d0f-0c3,ACC000539,MERCHANT_UTILITIES_23,normal,0
6dd6c8a2-29d,ACC000022,MERCHANT_HEALTHCARE_12,normal,0
08a2fadd-2d5,ACC001086,MERCHANT_SUBSCRIPTION_12,normal,0
c1a0769a-26f,ACC004193,MERCHANT_RENT_48,normal,0
49f529e0-e0c,ACC004892,MERCHANT_RESTAURANT_1,normal,0
eeeafb3b-8dc,ACC002263,MERCHANT_RENT_34,normal,0
58d92eaa-acc,ACC004435,MERCHANT_GROCERY_32,normal,0
99819b64-910,ACC003301,MERCHANT_RESTAURANT_48,normal,0
74daa892-d45,ACC003022,MERCHANT_RETAIL_7,normal,0
8dee020f-1e8,ACC002156,MERCHANT_RENT_7,normal,0
4da3b101-294,ACC002031,MERCHANT_HEALTHCARE_19,normal,0
27459d44-0a1,ACC002682,MERCHANT_INSURANCE_49,normal,0
ff8a7ea5-35a,ACC001669,MERCHANT_RETAIL_20,normal,0
30f87766-68b,ACC003357,MERCHANT_RENT_49,normal,0
9087e6e2-3a0,ACC001859,MERCHANT_RETAIL_45,normal,0
a7e35066-99d,ACC000088,MERCHANT_RENT_45,normal,0
0b16085c-1a2,ACC000368,MERCHANT_RETAIL_46,normal,0
8637e0e0-c58,ACC004188,MERCHANT_UTILITIES_26,normal,0
44f755d2-c49,ACC000593,MERCHANT_INSURANCE_34,normal,0
77ba5785-f47,ACC004832,MERCHANT_RENT_44,normal,0
fe97f146-084,ACC000218,MERCHANT_INSURANCE_16,normal,0
f9be9274-a01,ACC000271,MERCHANT_RESTAURANT_31,normal,0
81020275-614,ACC002399,MERCHANT_SUBSCRIPTION_19,normal,0
b5130a22-4e2,ACC003654,MERCHANT_HEALTHCARE_11,normal,0
0b4bd3a2-e04,ACC004531,MERCHANT_HEALTHCARE_17,normal,0
fdb2fb26-ca3,ACC000932,MERCHANT_RENT_39,normal,0
ce51deee-a3b,ACC004224,MERCHANT_UTILITIES_5,normal,0
bc15bfc1-776,ACC000256,MERCHANT_UTILITIES_22,normal,0
51e1b331-ae3,ACC002058,MERCHANT_FUEL_48,normal,0
4ca5950b-703,ACC001924,MERCHANT_RESTAURANT_35,normal,0
8752af05-508,ACC003713,MERCHANT_RESTAURANT_9,normal,0
ac1ff06b-941,ACC001235,MERCHANT_UTILITIES_15,normal,0
ccce6642-727,ACC003445,MERCHANT_RESTAURANT_5,normal,0
5943a7bc-0d8,ACC001355,MERCHANT_RENT_6,normal,0
838abd0f-c6e,ACC000451,ACC004510,normal,0
517a5397-2fa,ACC002684,MERCHANT_SUBSCRIPTION_47,normal,0
f8b3ef4a-72b,ACC003158,ACC004222,normal,0
e4e654ac-397,ACC001995,MERCHANT_RETAIL_34,normal,0
013ff4dd-af9,ACC000216,MERCHANT_GROCERY_8,normal,0
a4818273-a7a,ACC000195,MERCHANT_SUBSCRIPTION_48,normal,0
c1642bfd-e89,ACC001622,MERCHANT_INSURANCE_48,normal,0
33e4c99f-734,ACC003703,MERCHANT_RESTAURANT_50,normal,0
6101d47d-45d,ACC004204,MERCHANT_UTILITIES_39,normal,0
9362216d-bab,ACC000064,MERCHANT_RENT_49,normal,0
9af24763-2e4,ACC004823,ACC003506,normal,0
8e51ec4d-c21,ACC003319,MERCHANT_SUBSCRIPTION_9,normal,0
7cf397fe-a11,ACC002890,MERCHANT_UTILITIES_26,normal,0
181bdc4b-0e3,ACC002183,MERCHANT_RETAIL_25,normal,0
833755fe-a9f,ACC004071,MERCHANT_RESTAURANT_45,normal,0
1b781066-95d,ACC002498,MERCHANT_RESTAURANT_50,normal,0
e44ade3f-f75,ACC000387,MERCHANT_HEALTHCARE_40,normal,0
0bcc654d-18a,ACC004474,MERCHANT_UTILITIES_18,normal,0
252b550b-3dc,ACC001226,MERCHANT_GROCERY_17,normal,0
93fcbe52-f7d,ACC003318,MERCHANT_RETAIL_8,normal,0
5d4a1162-010,ACC000505,ACC004323,normal,0
e5d14c72-e7b,EXTERNAL_PAYROLL,ACC000297,normal,0
414a2635-ec8,ACC000733,MERCHANT_RESTAURANT_32,normal,0
86474a88-840,ACC000708,MERCHANT_INSURANCE_30,normal,0
95a19725-773,ACC001307,MERCHANT_SUBSCRIPTION_45,normal,0
695bd44c-cc4,EXTERNAL_PAYROLL,ACC004116,normal,0
84722023-358,ACC002619,MERCHANT_SUBSCRIPTION_13,normal,0
ec6dd5c3-b7a,ACC000865,MERCHANT_RESTAURANT_2,normal,0
b39d0377-a25,ACC001198,MERCHANT_HEALTHCARE_22,normal,0
4cd9b550-5ff,ACC001373,ACC001294,normal,0
621a6135-13b,ACC001541,MERCHANT_RENT_15,normal,0
b3eac5e4-eae,ACC000941,MERCHANT_FUEL_43,normal,0
fa059006-108,ACC001526,MERCHANT_GROCERY_45,normal,0
717e2d2f-33b,ACC001823,MERCHANT_GROCERY_2,normal,0
8411fdb1-a7f,ACC000413,MERCHANT_INSURANCE_8,normal,0
fc6a42e0-89c,ACC004458,MERCHANT_RETAIL_26,normal,0
fc749ca0-e85,ACC001291,MERCHANT_UTILITIES_1,normal,0
1212ae41-bc6,ACC004466,MERCHANT_HEALTHCARE_47,normal,0
221ded5e-53d,ACC001448,MERCHANT_SUBSCRIPTION_9,normal,0
1bd411f3-75b,ACC001420,MERCHANT_RENT_40,normal,0
fea05729-c83,ACC002745,MERCHANT_RENT_12,normal,0
7fbaf7f9-a38,ACC001714,MERCHANT_UTILITIES_3,normal,0
1623c82a-560,ACC004038,ACC004086,normal,0
61a27706-005,ACC001160,MERCHANT_INSURANCE_44,normal,0
5934951d-8d8,ACC003090,MERCHANT_RESTAURANT_14,normal,0
df8238be-497,ACC002077,MERCHANT_FUEL_34,normal,0
d5eda433-992,ACC000383,MERCHANT_RENT_20,normal,0
273113f9-f3c,ACC002132,MERCHANT_GROCERY_33,normal,0
12644016-3a4,ACC000825,MERCHANT_GROCERY_15,normal,0
b171b1d4-372,ACC001101,MERCHANT_RESTAURANT_43,normal,0
2d16053f-c4f,ACC001893,MERCHANT_SUBSCRIPTION_46,normal,0
8f2df0f6-e96,ACC004119,MERCHANT_HEALTHCARE_8,normal,0
e3ac53f8-336,ACC004438,MERCHANT_RETAIL_5,normal,0
04ffc415-6a0,ACC001169,MERCHANT_RETAIL_23,normal,0
c8d8ef8d-2c9,EXTERNAL_PAYROLL,ACC001732,normal,0
0fb5e548-78b,ACC004893,ACC001812,normal,0
aa8835b4-1d1,ACC000985,MERCHANT_RENT_19,normal,0
6e7e9179-683,ACC003423,MERCHANT_RETAIL_42,normal,0
d3b205d5-36c,ACC002515,MERCHANT_RENT_34,normal,0
7ce25859-242,ACC002519,MERCHANT_INSURANCE_27,normal,0
3ba32cd7-c3f,ACC004131,MERCHANT_INSURANCE_47,normal,0
615d5cc9-090,ACC000406,MERCHANT_RESTAURANT_3,normal,0
805554a8-a44,ACC001893,MERCHANT_GROCERY_3,normal,0
0d8588d3-c1d,ACC004918,MERCHANT_RESTAURANT_35,normal,0
543ad90e-22d,ACC001245,MERCHANT_RESTAURANT_35,normal,0
f1634489-369,ACC003455,MERCHANT_INSURANCE_1,normal,0
70be5148-28e,ACC004064,MERCHANT_SUBSCRIPTION_35,normal,0
8602f994-f3a,ACC003353,MERCHANT_SUBSCRIPTION_20,normal,0
b58a1c25-ef1,ACC000997,MERCHANT_FUEL_21,normal,0
cfcb9b2c-efc,ACC004013,MERCHANT_FUEL_24,normal,0
a78086d7-166,ACC004993,MERCHANT_RENT_23,normal,0
7f144e44-48a,ACC003003,MERCHANT_GROCERY_49,normal,0
282c5f47-54d,ACC003679,MERCHANT_UTILITIES_44,normal,0
04503f26-c2d,ACC003039,MERCHANT_RETAIL_50,normal,0
34dd735a-e0e,ACC001301,MERCHANT_INSURANCE_12,normal,0
f8a4a471-957,ACC000406,MERCHANT_UTILITIES_25,normal,0
bc89383c-75a,ACC001779,MERCHANT_FUEL_14,normal,0
d6e30bd1-335,ACC004478,MERCHANT_SUBSCRIPTION_46,normal,0
6ff4375f-58f,ACC003385,MERCHANT_RETAIL_49,normal,0
4a4fc35c-cfb,ACC003251,MERCHANT_SUBSCRIPTION_43,normal,0
be4421c0-594,ACC003829,ACC003231,normal,0
b86e54da-44f,ACC002647,MERCHANT_HEALTHCARE_9,normal,0
92846739-021,ACC003577,MERCHANT_INSURANCE_4,normal,0
1937f117-a40,ACC003056,ACC004544,normal,0
62193782-36f,ACC003938,ACC002414,normal,0
7580ad2a-903,ACC001350,MERCHANT_RESTAURANT_28,normal,0
7e7f3fc5-501,ACC003401,MERCHANT_HEALTHCARE_24,normal,0
5bbeaabc-408,ACC001999,MERCHANT_UTILITIES_22,normal,0
6b593979-817,ACC001874,MERCHANT_RESTAURANT_22,normal,0
d0240ceb-bd9,ACC001061,MERCHANT_FUEL_32,normal,0
a0cc242c-2ac,ACC002153,MERCHANT_RETAIL_17,normal,0
8384fa66-c84,ACC004908,MERCHANT_HEALTHCARE_16,normal,0
8de9d39f-4c7,ACC001020,ACC001632,normal,0
fc77d369-537,ACC002580,MERCHANT_RENT_33,normal,0
f46707dd-958,ACC001661,MERCHANT_RETAIL_15,normal,0
7fcdf748-fe4,ACC002383,MERCHANT_SUBSCRIPTION_32,normal,0
a0419d0a-8b9,ACC004915,MERCHANT_SUBSCRIPTION_21,normal,0
0acdb67a-878,ACC002060,ACC003684,normal,0
a6816061-aa0,ACC003556,MERCHANT_HEALTHCARE_35,normal,0
c6b29ea2-0df,ACC001853,MERCHANT_GROCERY_36,normal,0
f91e7645-bb3,ACC003636,MERCHANT_INSURANCE_40,normal,0
9d0b56dc-e75,ACC002545,MERCHANT_RESTAURANT_50,normal,0
4bc46cf9-198,ACC004996,MERCHANT_SUBSCRIPTION_17,normal,0
008a0c3f-f1a,ACC000929,MERCHANT_RENT_15,normal,0
738bede0-6a2,ACC000527,MERCHANT_RESTAURANT_23,normal,0
c645781d-27c,ACC004082,MERCHANT_HEALTHCARE_44,normal,0
c06dac2f-5f2,ACC002988,MERCHANT_INSURANCE_19,normal,0
d0115862-b6d,ACC001556,MERCHANT_FUEL_38,normal,0
1ce54690-bfc,ACC002666,MERCHANT_UTILITIES_29,normal,0
827a7895-c33,ACC001434,MERCHANT_HEALTHCARE_15,normal,0
23a775a5-82e,ACC003511,MERCHANT_HEALTHCARE_44,normal,0
7095e041-d9e,ACC000430,MERCHANT_SUBSCRIPTION_11,normal,0
73e985f1-463,ACC004348,MERCHANT_INSURANCE_41,normal,0
cf667fb7-c96,ACC001607,MERCHANT_UTILITIES_32,normal,0
cd37ca6a-bbe,ACC004715,MERCHANT_UTILITIES_30,normal,0
1f6cca5a-e57,EXTERNAL_PAYROLL,ACC004986,normal,0
68c67320-293,ACC004312,MERCHANT_SUBSCRIPTION_45,normal,0
6d9578fc-041,ACC004224,ACC003008,normal,0
a4f634b1-daa,ACC002012,MERCHANT_INSURANCE_44,normal,0
e46bd27d-de4,ACC000723,MERCHANT_RESTAURANT_21,normal,0
8925253c-8a7,ACC001020,MERCHANT_RENT_43,normal,0
92d8b2d0-299,ACC000623,MERCHANT_INSURANCE_21,normal,0
6de9d47c-cf1,ACC001661,MERCHANT_RESTAURANT_17,normal,0
50f89a67-e1f,ACC004144,MERCHANT_INSURANCE_50,normal,0
4a140e5a-710,ACC003489,ACC003924,normal,0
8496e5ab-aec,ACC002905,MERCHANT_RENT_11,normal,0
913377a9-908,ACC004535,MERCHANT_SUBSCRIPTION_23,normal,0
6939bcd5-cec,ACC001168,MERCHANT_HEALTHCARE_20,normal,0
a1dc1ca3-9bb,ACC000028,MERCHANT_FUEL_5,normal,0
1080cf83-48b,ACC004762,ACC002179,normal,0
15b250b9-b49,ACC000094,MERCHANT_UTILITIES_9,normal,0
dd78be08-2a7,ACC003613,MERCHANT_FUEL_38,normal,0
9c287435-423,ACC001696,MERCHANT_GROCERY_37,normal,0
85b40ec4-78f,ACC004588,MERCHANT_GROCERY_26,normal,0
718f3647-de7,ACC003901,MERCHANT_HEALTHCARE_26,normal,0
cde2402f-c6c,ACC001514,MERCHANT_RENT_23,normal,0
ada5ae1f-31a,ACC003615,MERCHANT_RETAIL_28,normal,0
9c3724b9-2b5,ACC000690,MERCHANT_FUEL_2,normal,0
371eb98b-a9d,ACC000306,MERCHANT_GROCERY_17,normal,0
a0c85763-01e,ACC001293,MERCHANT_RENT_23,normal,0
4d682427-a18,ACC004467,MERCHANT_RESTAURANT_40,normal,0
8f93e1d1-8bc,ACC000481,MERCHANT_GROCERY_36,normal,0
dda26f9c-ada,ACC004573,MERCHANT_FUEL_13,normal,0
23560628-4c6,ACC000617,MERCHANT_HEALTHCARE_34,normal,0
f635c1cf-22b,ACC002457,MERCHANT_RENT_43,normal,0
02be45ce-89d,ACC000846,MERCHANT_RETAIL_2,normal,0
ef052b50-757,ACC002514,MERCHANT_RENT_22,normal,0
07047c75-d4a,ACC001857,MERCHANT_RETAIL_1,normal,0
2cef2d43-650,ACC000748,MERCHANT_RETAIL_47,normal,0
c01356d5-129,ACC000708,MERCHANT_SUBSCRIPTION_28,normal,0
75728317-687,ACC000039,MERCHANT_FUEL_34,normal,0
6ad014df-f6c,ACC002588,MERCHANT_RETAIL_4,normal,0
0cf0f1e9-63e,ACC004233,MERCHANT_UTILITIES_8,normal,0
23dbe8bd-c79,ACC000399,MERCHANT_RENT_46,normal,0
206050aa-4a8,ACC002045,MERCHANT_FUEL_30,normal,0
067b323a-9fc,ACC000954,MERCHANT_GROCERY_10,normal,0
1b5a096d-66c,ACC000490,MERCHANT_FUEL_31,normal,0
0926b4b3-5d7,ACC001390,MERCHANT_UTILITIES_28,normal,0
f5870c3e-e71,ACC004862,ACC001883,normal,0
299729a3-ca7,ACC000384,MERCHANT_RESTAURANT_20,normal,0
38225ff7-c8e,ACC001019,MERCHANT_RENT_21,normal,0
16ffc2ac-29a,ACC002168,MERCHANT_UTILITIES_22,normal,0
1e9f18f5-6ec,ACC000312,MERCHANT_FUEL_27,normal,0
03b1d2c1-d5e,ACC004332,ACC003356,normal,0
f848f3fa-382,ACC001390,MERCHANT_RESTAURANT_44,normal,0
c17a6641-dd3,EXTERNAL_PAYROLL,ACC004548,normal,0
6d0fddb6-c35,EXTERNAL_PAYROLL,ACC002668,normal,0
7234e912-bd2,ACC002032,MERCHANT_SUBSCRIPTION_45,normal,0
0ad94ad9-b90,ACC004236,MERCHANT_RESTAURANT_29,normal,0
60a05b4b-600,ACC002150,MERCHANT_RENT_50,normal,0
28622f81-761,ACC003632,MERCHANT_INSURANCE_7,normal,0
ff30bdf1-c30,ACC003674,MERCHANT_INSURANCE_28,normal,0
10aadd1a-2a1,ACC003760,MERCHANT_GROCERY_35,normal,0
4dbd059e-2bb,ACC003034,MERCHANT_RESTAURANT_22,normal,0
588e0fbf-578,ACC003391,MERCHANT_RESTAURANT_19,normal,0
c6cad0f7-a9e,ACC000790,MERCHANT_FUEL_15,normal,0
4b33a368-292,ACC003066,MERCHANT_FUEL_24,normal,0
bb14f451-119,ACC000356,MERCHANT_SUBSCRIPTION_19,normal,0
5a7b37ca-25d,ACC004866,MERCHANT_UTILITIES_29,normal,0
4bf6fa49-5b1,ACC004381,ACC001077,normal,0
24be68ba-235,ACC002020,MERCHANT_SUBSCRIPTION_9,normal,0
75893eca-d8f,ACC002082,MERCHANT_RENT_48,normal,0
9e2d73d8-362,ACC002060,MERCHANT_RETAIL_35,normal,0
161fcb82-388,ACC001612,MERCHANT_RETAIL_28,normal,0
0fb5fb87-9a5,ACC002162,MERCHANT_UTILITIES_28,normal,0
3ad8f2b7-ba2,ACC002033,MERCHANT_HEALTHCARE_24,normal,0
5cadafaa-4e8,ACC001146,MERCHANT_SUBSCRIPTION_30,normal,0
904a7ed9-083,ACC002575,MERCHANT_GROCERY_47,normal,0
ac376918-854,ACC003436,MERCHANT_UTILITIES_45,normal,0
65ce3e73-c1f,ACC003338,MERCHANT_GROCERY_49,normal,0
52171fb0-07e,ACC000515,MERCHANT_RESTAURANT_45,normal,0
8e29f238-244,ACC000255,MERCHANT_RESTAURANT_11,normal,0
db2ce463-22d,ACC001520,MERCHANT_RETAIL_31,normal,0
c4494904-aba,ACC004916,MERCHANT_RESTAURANT_44,normal,0
fcb0942a-b12,EXTERNAL_PAYROLL,ACC003212,normal,0
c4f16578-e0c,ACC001408,MERCHANT_HEALTHCARE_28,normal,0
c416212f-fc4,ACC002169,MERCHANT_GROCERY_48,normal,0
13c2cc47-621,ACC000544,MERCHANT_INSURANCE_7,normal,0
b73ca2c3-c33,ACC003278,MERCHANT_UTILITIES_13,normal,0
f75f1834-d6c,ACC002631,MERCHANT_RENT_35,normal,0
601556e6-0bb,ACC001253,MERCHANT_FUEL_6,normal,0
1fd2cf2a-06b,ACC000785,MERCHANT_RETAIL_36,normal,0
d249e83c-6fd,ACC004223,MERCHANT_RETAIL_13,normal,0
a33c9f82-c07,ACC001373,MERCHANT_INSURANCE_12,normal,0
cb5c97a0-964,ACC000076,MERCHANT_RETAIL_10,normal,0
3a78f32f-187,ACC004825,ACC003759,normal,0
9fe01367-a70,ACC000575,MERCHANT_RETAIL_6,normal,0
df0f70c6-5fe,ACC002099,MERCHANT_SUBSCRIPTION_49,normal,0
47ee4c3c-3be,ACC003627,MERCHANT_FUEL_14,normal,0
7542a341-b55,EXTERNAL_PAYROLL,ACC001601,normal,0
feee63f9-81f,ACC004758,MERCHANT_HEALTHCARE_11,normal,0
9fe500d4-b7a,ACC000204,MERCHANT_SUBSCRIPTION_36,normal,0
62ab4eff-f8f,ACC003790,MERCHANT_UTILITIES_22,normal,0
66ef2c82-57f,ACC000384,MERCHANT_GROCERY_9,normal,0
41091435-7e3,ACC004693,MERCHANT_INSURANCE_7,normal,0
866353e9-29c,ACC002527,MERCHANT_GROCERY_9,normal,0
ee31b99d-6b6,ACC004771,MERCHANT_FUEL_29,normal,0
343e9b44-962,ACC001760,MERCHANT_RETAIL_8,normal,0
3bb19bfd-80d,ACC000394,MERCHANT_SUBSCRIPTION_22,normal,0
a0fe6bdc-ba6,ACC002360,MERCHANT_FUEL_34,normal,0
21ba4154-d1a,ACC003603,MERCHANT_UTILITIES_32,normal,0
625835f9-7e8,ACC000291,MERCHANT_GROCERY_6,normal,0
d2c2e811-944,ACC002606,MERCHANT_GROCERY_40,normal,0
5a47c9a7-0f9,ACC003730,MERCHANT_RESTAURANT_14,normal,0
