account_id,account_type,opened_date,payday,monthly_salary
ACC001204,retail,2024-03-18,16,2830.46
ACC001205,retail,2025-08-31,10,3759.13
ACC001206,new_account,2025-12-22,2,0.0
ACC001207,retail,2024-10-28,8,2226.44
ACC001208,small_business,2025-10-14,10,3444.61
ACC001209,retail,2025-09-23,23,3569.72
ACC001210,retail,2025-10-24,10,1411.03
ACC001211,retail,2025-05-30,23,3482.8
ACC001212,retail,2025-06-16,28,3296.41
ACC001213,retail,2025-12-26,15,4534.56
ACC001214,retail,2025-09-17,3,5780.02
ACC001215,retail,2024-01-12,22,3628.17
ACC001216,small_business,2025-05-29,8,2583.21
ACC001217,retail,2025-12-16,9,1388.89
ACC001218,retail,2025-01-16,26,5050.9
ACC001219,retail,2024-04-22,26,2876.43
ACC001220,retail,2025-06-13,21,2936.49
ACC001221,new_account,2025-02-21,19,0.0
ACC001222,retail,2024-08-25,22,3602.52
ACC001223,retail,2025-02-16,26,2678.32
ACC001224,retail,2025-05-24,7,3543.62
ACC001225,retail,2025-09-21,14,3597.58
ACC001226,retail,2023-02-01,4,2851.88
ACC001227,retail,2023-10-06,18,2082.54
ACC001228,retail,2025-09-29,8,931.88
ACC001229,retail,2025-06-15,21,2565.92
ACC001230,retail,2025-10-23,5,5071.83
ACC001231,retail,2025-10-27,9,3378.79
ACC001232,retail,2025-08-30,27,1878.55
ACC001233,retail,2025-12-09,5,1479.22
ACC001234,retail,2025-06-17,3,2042.03
ACC001235,retail,2025-09-03,2,3802.06
ACC001236,retail,2023-07-12,6,1996.42
ACC001237,retail,2025-09-13,26,2206.2
ACC001238,retail,2024-02-02,10,4408.85
ACC001239,retail,2025-10-26,20,3673.34
ACC001240,retail,2025-07-07,24,1846.94
ACC001241,retail,2020-08-19,27,4261.94
ACC001242,retail,2021-02-13,19,4260.67
ACC001243,retail,2025-08-18,10,6197.17
ACC001244,retail,2024-12-11,15,1613.21
ACC001245,retail,2025-02-03,4,1405.29
ACC001246,retail,2025-10-03,15,3210.14
ACC001247,retail,2025-02-11,23,3533.97
ACC001248,retail,2025-12-26,10,2036.67
ACC001249,retail,2025-09-07,23,2273.79
ACC001250,retail,2025-11-19,13,4273.38
ACC001251,retail,2024-10-07,9,3570.6
ACC001252,retail,2024-12-28,17,4000.8
ACC001253,retail,2025-08-25,18,6079.75
ACC001254,retail,2025-09-21,16,1958.52
ACC001255,retail,2024-07-01,15,4035.95
ACC001256,retail,2025-12-08,3,3339.25
ACC001257,retail,2025-12-14,20,2007.91
ACC001258,retail,2025-07-18,2,4071.39
ACC001259,retail,2025-04-26,14,2934.79
ACC001260,retail,2025-11-28,24,1942.36
ACC001261,retail,2025-10-17,11,6403.29
ACC001262,retail,2024-10-22,20,3209.54
ACC001263,retail,2025-03-30,9,4337.99
ACC001264,retail,2025-11-25,1,1529.29
ACC001265,small_business,2025-06-07,3,4552.77
ACC001266,retail,2024-08-18,8,3266.91
ACC001267,retail,2023-06-24,22,1417.77
ACC001268,retail,2024-10-07,27,3453.17
ACC001269,retail,2026-01-01,28,3162.87
ACC001270,retail,2025-09-25,19,4791.96
ACC001271,retail,2025-12-26,19,5295.08
ACC001272,retail,2025-07-29,1,3890.01
ACC001273,retail,2025-11-05,25,6480.07
ACC001274,retail,2024-01-20,22,3270.11
ACC001275,retail,2025-06-10,27,3860.67
ACC001276,retail,2024-05-06,9,2066.25
ACC001277,retail,2025-12-27,19,5126.49
ACC001278,retail,2023-12-02,2,3077.4
ACC001279,retail,2025-11-27,25,3720.54
ACC001280,retail,2025-06-24,25,1596.23
ACC001281,retail,2025-11-23,6,5439.09
ACC001282,retail,2025-11-22,16,5257.51
ACC001283,retail,2020-01-26,17,1101.99
ACC001284,retail,2024-03-03,21,1839.39
ACC001285,retail,2024-10-12,15,1938.9
ACC001286,retail,2025-08-03,9,3413.25
ACC001287,retail,2025-01-21,6,2048.43
ACC001288,retail,2024-09-06,19,3687.86
ACC001289,retail,2024-07-26,14,3444.95
ACC001290,retail,2025-10-11,21,6866.56
ACC001291,retail,2025-10-06,27,1986.43
ACC001292,retail,2022-05-19,16,2917.37
ACC001293,retail,2025-02-24,3,2012.39
ACC001294,retail,2025-12-09,16,3224.24
ACC001295,retail,2025-09-17,12,2076.36
ACC001296,retail,2024-02-15,14,2978.09
ACC001297,retail,2025-09-07,11,2354.99
ACC001298,retail,2024-12-17,11,5630.4
ACC001299,retail,2024-11-18,22,3750.44
ACC001300,retail,2025-10-09,4,3645.01
ACC001301,retail,2023-05-08,28,6115.27
ACC001302,retail,2025-08-03,6,1977.23
ACC001303,retail,2025-06-14,11,4875.61
ACC001304,retail,2025-05-04,14,3911.09
ACC001305,retail,2025-11-11,23,2822.0
ACC001306,retail,2022-03-10,16,2350.72
ACC001307,retail,2025-03-25,10,2789.86
ACC001308,retail,2024-10-29,22,1879.32
ACC001309,retail,2023-08-26,13,1517.87
ACC001310,retail,2025-06-20,27,2244.84
ACC001311,retail,2025-12-07,25,6511.36
ACC001312,retail,2022-11-30,18,3498.86
ACC001313,retail,2025-04-17,2,3141.41
ACC001314,retail,2025-01-18,15,1520.72
ACC001315,retail,2025-06-17,3,1979.08
ACC001316,retail,2024-07-20,11,7087.04
ACC001317,retail,2025-01-22,9,4799.27
ACC001318,retail,2024-03-23,11,2150.62
ACC001319,retail,2023-05-23,4,3075.61
ACC001320,retail,2025-08-14,25,2894.05
ACC001321,retail,2025-01-04,13,2892.09
ACC001322,retail,2022-12-06,28,3649.1
ACC001323,retail,2025-11-29,17,5408.06
ACC001324,retail,2024-11-30,27,3628.49
ACC001325,retail,2022-11-27,1,3743.98
ACC001326,retail,2023-09-22,22,3548.89
ACC001327,retail,2022-12-29,28,1082.58
ACC001328,retail,2025-04-14,18,2275.66
ACC001329,retail,2024-11-14,15,2537.08
ACC001330,retail,2025-12-10,14,4172.6
ACC001331,retail,2025-09-26,2,3239.33
ACC001332,retail,2025-12-13,7,3534.54
ACC001333,retail,2025-07-11,17,3523.75
ACC001334,retail,2025-02-12,12,3560.58
ACC001335,retail,2025-01-01,20,4631.0
ACC001336,retail,2022-07-14,25,7398.07
ACC001337,retail,2024-12-04,16,4254.0
ACC001338,retail,2025-10-12,21,3159.62
ACC001339,retail,2025-03-11,15,2331.7
ACC001340,retail,2024-10-19,25,2850.92
ACC001341,retail,2025-10-12,2,2160.32
ACC001342,retail,2025-06-20,7,2832.57
ACC001343,retail,2025-04-12,9,2382.15
ACC001344,retail,2024-01-02,18,3003.48
ACC001345,retail,2025-12-03,5,1865.6
ACC001346,retail,2025-02-02,10,3173.78
ACC001347,small_business,2025-12-13,15,4489.12
ACC001348,retail,2025-12-14,23,3197.47
ACC001349,retail,2025-12-14,16,1746.4
ACC001350,small_business,2023-12-25,4,2485.38
ACC001351,retail,2025-11-08,1,2731.32
ACC001352,retail,2025-03-15,21,2237.68
ACC001353,new_account,2024-09-27,20,0.0
ACC001354,small_business,2025-11-01,26,1783.2
ACC001355,retail,2025-02-12,8,4728.84
ACC001356,retail,2025-04-07,23,5190.26
ACC001357,retail,2025-12-23,6,1989.74
ACC001358,retail,2022-07-25,10,2425.79
ACC001359,retail,2024-07-29,18,2059.41
ACC001360,retail,2025-11-22,1,1573.35
ACC001361,retail,2024-04-03,18,3657.74
ACC001362,retail,2023-03-16,14,6464.38
ACC001363,retail,2025-08-23,3,4780.29
ACC001364,new_account,2025-09-13,8,0.0
ACC001365,retail,2024-01-22,27,2319.43
ACC001366,retail,2025-06-12,4,3392.05
ACC001367,retail,2024-03-30,15,2909.1
ACC001368,retail,2024-07-25,4,5912.45
ACC001369,retail,2024-03-20,21,1481.7
ACC001370,retail,2025-12-08,27,2168.47
ACC001371,retail,2025-02-17,5,3532.49
ACC001372,retail,2025-03-14,16,2025.83
ACC001373,retail,2025-10-24,23,5719.67
ACC001374,small_business,2023-09-08,10,2362.05
ACC001375,retail,2025-04-12,17,1863.94
ACC001376,retail,2025-07-08,23,5426.08
ACC001377,retail,2025-04-21,9,6267.17
ACC001378,retail,2025-01-29,14,3911.12
ACC001379,retail,2025-07-10,27,2153.91
ACC001380,retail,2025-02-04,16,4237.66
ACC001381,retail,2024-04-05,16,1937.3
ACC001382,retail,2024-12-21,8,1910.97
ACC001383,retail,2025-05-29,15,2938.54
ACC001384,retail,2025-03-19,18,1427.91
ACC001385,retail,2025-12-23,5,2942.71
ACC001386,retail,2022-11-23,13,2849.07
ACC001387,retail,2024-12-04,7,1772.8
ACC001388,retail,2025-06-06,20,4373.66
ACC001389,retail,2025-12-23,17,3043.2
ACC001390,retail,2025-01-22,24,3260.83
ACC001391,retail,2025-05-22,5,4279.57
ACC001392,retail,2023-05-01,28,1793.59
ACC001393,retail,2025-10-05,3,3343.53
ACC001394,retail,2025-08-08,9,6973.75
ACC001395,retail,2024-12-15,25,5077.3
ACC001396,retail,2025-11-26,26,3067.14
ACC001397,retail,2025-08-21,28,1776.85
ACC001398,retail,2024-03-04,14,4570.38
ACC001399,small_business,2025-12-24,11,3795.79
ACC001400,retail,2023-08-16,26,7490.98
ACC001401,retail,2024-10-04,17,1649.49
ACC001402,small_business,2019-08-30,9,2019.59
ACC001403,retail,2025-12-12,27,4459.77
ACC001404,retail,2023-07-06,1,2143.99
ACC001405,retail,2023-11-10,10,2235.8
ACC001406,retail,2024-10-09,24,4075.92
ACC001407,retail,2025-08-05,10,2172.51
ACC001408,retail,2025-09-29,27,3021.81
ACC001409,small_business,2025-08-10,19,3116.76
ACC001410,retail,2024-05-31,19,2009.57
ACC001411,retail,2024-07-28,22,2660.68
ACC001412,retail,2025-10-01,16,1351.15
ACC001413,retail,2024-11-13,28,3037.45
ACC001414,retail,2025-09-18,5,1608.21
ACC001415,retail,2024-04-30,15,2314.38
ACC001416,small_business,2025-07-01,18,3528.47
ACC001417,retail,2025-10-13,16,3316.71
ACC001418,small_business,2025-06-26,12,2443.6
ACC001419,retail,2025-11-16,11,2771.02
ACC001420,retail,2025-08-02,18,3305.9
ACC001421,retail,2023-11-11,25,3245.73
ACC001422,retail,2024-06-02,18,3561.4
ACC001423,small_business,2024-09-30,13,2142.52
ACC001424,retail,2025-03-30,15,3178.6
ACC001425,retail,2025-08-05,11,7222.9
ACC001426,retail,2023-11-03,28,4803.47
ACC001427,retail,2024-03-04,7,1802.36
ACC001428,small_business,2025-08-04,23,4499.78
ACC001429,retail,2025-09-07,8,4225.64
ACC001430,retail,2025-10-20,19,3069.53
ACC001431,retail,2023-12-07,13,2807.09
ACC001432,retail,2025-10-20,8,3201.83
ACC001433,retail,2024-08-10,28,4874.08
ACC001434,retail,2024-12-27,25,4964.94
ACC001435,retail,2024-08-25,14,2805.44
ACC001436,retail,2024-01-02,2,4852.64
ACC001437,retail,2023-09-09,11,4550.29
ACC001438,retail,2025-11-15,24,4329.69
ACC001439,retail,2022-06-10,16,2726.88
ACC001440,retail,2024-11-28,23,2066.21
ACC001441,small_business,2025-08-13,26,2132.89
ACC001442,retail,2025-06-16,13,3532.03
ACC001443,retail,2025-07-09,13,3028.37
ACC001444,retail,2025-03-13,22,4469.6
ACC001445,retail,2025-03-24,26,2798.22
ACC001446,retail,2021-07-23,27,2772.27
ACC001447,retail,2025-01-05,21,2856.82
ACC001448,retail,2025-05-27,5,2324.33
ACC001449,retail,2024-11-09,16,3763.46
ACC001450,retail,2025-05-01,2,4201.54
ACC001451,retail,2025-07-31,5,2140.34
ACC001452,retail,2020-01-11,17,4093.97
ACC001453,retail,2025-12-10,19,2838.91
ACC001454,retail,2025-05-30,11,2239.77
ACC001455,retail,2025-12-05,28,3672.07
ACC001456,retail,2023-02-10,4,2002.08
ACC001457,retail,2025-07-14,28,2772.21
ACC001458,retail,2024-12-09,28,2358.14
ACC001459,retail,2020-05-03,15,3400.38
ACC001460,retail,2025-12-10,4,4920.36
ACC001461,retail,2025-05-12,17,2491.67
ACC001462,retail,2025-03-23,15,3330.72
ACC001463,retail,2021-04-04,1,2954.51
ACC001464,retail,2025-09-09,24,3262.68
ACC001465,retail,2025-11-22,5,3002.03
ACC001466,retail,2025-07-16,14,3888.9
ACC001467,retail,2024-01-30,28,2389.48
ACC001468,retail,2025-08-07,21,2180.26
ACC001469,retail,2025-10-11,5,2199.79
ACC001470,retail,2025-08-17,3,1433.02
ACC001471,retail,2023-06-04,16,1823.7
ACC001472,retail,2025-07-25,26,2807.0
ACC001473,retail,2025-07-31,9,2615.79
ACC001474,retail,2024-04-30,11,3383.09
ACC001475,retail,2025-12-03,20,2092.05
ACC001476,small_business,2025-10-09,23,3204.86
ACC001477,retail,2022-08-06,13,5020.63
ACC001478,retail,2023-11-08,21,3303.97
ACC001479,retail,2025-03-21,3,2707.37
ACC001480,retail,2023-01-05,28,2791.31
ACC001481,retail,2025-08-18,11,3244.89
ACC001482,retail,2025-06-16,28,1831.86
ACC001483,retail,2025-10-20,22,3177.29
ACC001484,retail,2025-03-28,28,3873.8
ACC001485,retail,2025-10-26,18,4122.93
ACC001486,retail,2025-11-26,13,1797.59
ACC001487,retail,2025-08-26,11,1454.99
ACC001488,small_business,2022-08-22,21,2557.72
ACC001489,retail,2025-06-16,23,2837.02
ACC001490,small_business,2025-11-02,25,2540.31
ACC001491,new_account,2025-06-23,16,0.0
ACC001492,retail,2025-07-18,28,3319.99
ACC001493,retail,2025-10-08,18,4782.68
ACC001494,retail,2025-07-22,2,3613.25
ACC001495,retail,2024-11-24,20,2022.22
ACC001496,retail,2024-02-28,3,2542.69
ACC001497,retail,2025-11-06,8,2331.51
ACC001498,retail,2024-11-16,21,2244.16
ACC001499,retail,2024-09-12,22,4611.67
ACC001500,retail,2025-04-23,10,2477.05
ACC001501,retail,2025-10-14,8,5006.16
ACC001502,retail,2024-09-20,24,1914.36
ACC001503,retail,2025-12-10,3,1705.62
ACC001504,retail,2025-11-29,14,3776.45
ACC001505,retail,2025-08-13,4,2972.57
ACC001506,retail,2025-08-07,25,2734.64
ACC001507,small_business,2025-10-23,21,3387.37
ACC001508,retail,2025-02-13,23,5775.89
ACC001509,retail,2025-10-07,28,1921.87
ACC001510,retail,2025-07-20,4,1651.15
ACC001511,small_business,2024-07-15,15,4359.04
ACC001512,retail,2025-09-05,6,3285.26
ACC001513,retail,2025-09-21,23,3363.31
ACC001514,retail,2025-07-18,10,3197.79
ACC001515,small_business,2025-05-11,1,1238.37
ACC001516,small_business,2025-01-30,2,2793.78
ACC001517,retail,2024-03-04,11,2164.67
ACC001518,retail,2025-07-05,26,1389.64
ACC001519,retail,2022-11-26,2,5205.04
ACC001520,retail,2023-12-18,10,3960.87
ACC001521,retail,2025-12-11,12,5811.7
ACC001522,retail,2024-06-28,12,2044.64
ACC001523,retail,2024-11-25,14,3768.23
ACC001524,retail,2025-10-02,5,2220.07
ACC001525,retail,2024-06-28,8,1636.63
ACC001526,small_business,2024-08-17,17,2873.43
ACC001527,small_business,2025-05-24,14,4358.3
ACC001528,retail,2024-08-28,19,2910.95
ACC001529,retail,2025-05-10,22,2683.66
ACC001530,retail,2025-12-16,26,2605.67
ACC001531,new_account,2025-09-12,6,0.0
ACC001532,retail,2024-01-02,6,1859.85
ACC001533,retail,2024-12-31,6,3193.59
ACC001534,retail,2024-05-24,3,3053.47
ACC001535,retail,2024-11-09,20,3481.87
ACC001536,retail,2023-07-06,28,2592.1
ACC001537,retail,2025-01-03,13,2188.5
ACC001538,retail,2025-04-20,20,2527.82
ACC001539,retail,2025-11-26,22,4295.78
ACC001540,retail,2023-12-11,8,2665.12
ACC001541,retail,2024-08-29,16,1787.17
ACC001542,retail,2024-11-24,19,2363.13
ACC001543,retail,2025-07-30,5,2334.25
ACC001544,retail,2023-11-13,8,2224.63
ACC001545,small_business,2024-08-11,15,6349.79
ACC001546,small_business,2025-03-08,21,2337.2
ACC001547,retail,2025-03-03,9,3446.95
ACC001548,retail,2024-12-30,15,2543.06
ACC001549,retail,2022-03-03,9,1918.1
ACC001550,retail,2023-03-15,22,3650.05
ACC001551,retail,2024-10-19,1,5318.37
ACC001552,retail,2024-12-29,26,10517.78
ACC001553,retail,2025-03-14,15,1901.89
ACC001554,retail,2024-03-18,10,6434.17
ACC001555,retail,2025-08-25,22,2186.71
ACC001556,retail,2025-07-15,18,1305.01
ACC001557,retail,2025-12-18,6,3015.08
ACC001558,retail,2025-07-22,3,5752.28
ACC001559,retail,2025-11-27,15,3443.55
ACC001560,new_account,2025-03-16,12,0.0
ACC001561,retail,2025-09-16,19,1010.54
ACC001562,retail,2025-11-18,10,2317.04
ACC001563,retail,2025-09-14,21,3008.07
ACC001564,retail,2025-12-07,14,1698.97
ACC001565,retail,2025-11-12,23,2888.15
ACC001566,retail,2025-09-02,9,2364.57
ACC001567,retail,2025-12-16,15,7100.88
ACC001568,retail,2025-07-24,28,1686.7
ACC001569,retail,2025-11-17,10,2181.0
ACC001570,retail,2022-04-17,7,2686.73
ACC001571,new_account,2023-10-23,13,0.0
ACC001572,retail,2024-09-06,28,4208.62
ACC001573,retail,2025-04-13,16,1691.73
ACC001574,retail,2025-08-22,4,3665.71
ACC001575,retail,2025-04-11,8,2728.19
ACC001576,small_business,2024-12-20,13,1561.88
ACC001577,retail,2023-11-29,19,3360.55
ACC001578,retail,2025-03-18,12,2859.1
ACC001579,retail,2025-11-29,19,3488.83
ACC001580,retail,2023-01-19,10,1982.52
ACC001581,retail,2024-05-30,23,3237.46
ACC001582,retail,2023-09-07,10,4023.71
ACC001583,retail,2025-11-06,1,3333.26
ACC001584,retail,2025-10-03,27,3215.48
ACC001585,retail,2025-08-11,22,3357.32
ACC001586,retail,2024-06-16,13,1611.57
ACC001587,retail,2025-12-16,9,2813.09
ACC001588,retail,2025-04-24,1,2552.07
ACC001589,retail,2024-05-25,19,2637.94
ACC001590,retail,2025-02-02,28,5036.5
ACC001591,retail,2025-11-26,22,2725.13
ACC001592,retail,2023-04-30,25,4702.37
ACC001593,retail,2023-01-02,24,2553.08
ACC001594,retail,2022-11-24,2,1920.91
ACC001595,small_business,2025-08-26,20,5261.66
ACC001596,retail,2024-09-06,24,3782.71
ACC001597,retail,2025-12-06,16,2354.4
ACC001598,retail,2025-08-22,27,5117.54
ACC001599,new_account,2025-06-26,10,0.0
ACC001600,retail,2025-05-18,25,4249.16
ACC001601,retail,2025-10-14,26,4714.57
ACC001602,retail,2024-12-23,8,2184.3
ACC001603,retail,2024-07-08,20,2705.17
ACC001604,retail,2025-07-10,26,1399.68
ACC001605,retail,2025-12-09,12,4372.62
ACC001606,retail,2025-01-02,8,3239.07
ACC001607,retail,2025-05-29,21,2221.46
ACC001608,retail,2025-12-30,7,5781.87
ACC001609,retail,2024-10-25,20,2851.71
ACC001610,new_account,2025-05-28,9,0.0
ACC001611,retail,2023-05-15,22,2552.18
ACC001612,retail,2025-01-18,25,3472.13
ACC001613,retail,2025-04-19,24,3376.72
ACC001614,retail,2022-04-12,25,2426.21
ACC001615,retail,2025-04-14,22,3285.95
ACC001616,retail,2025-02-16,22,4429.61
ACC001617,retail,2024-02-01,27,2732.98
ACC001618,retail,2025-12-10,5,2996.29
ACC001619,retail,2025-04-23,21,3611.69
ACC001620,retail,2025-08-09,4,2646.65
ACC001621,retail,2024-05-06,21,2701.19
ACC001622,retail,2025-09-20,21,2456.1
ACC001623,small_business,2025-07-17,2,2025.36
ACC001624,new_account,2025-04-11,10,0.0
ACC001625,retail,2023-07-29,26,6157.11
ACC001626,new_account,2025-12-12,15,0.0
ACC001627,retail,2024-08-10,2,2598.91
ACC001628,retail,2025-10-12,19,2461.43
ACC001629,retail,2024-12-25,12,3441.94
ACC001630,retail,2025-12-22,24,3492.31
ACC001631,retail,2025-03-01,5,3312.37
ACC001632,retail,2025-06-18,3,4623.56
ACC001633,small_business,2022-06-03,10,1593.58
ACC001634,retail,2025-05-05,11,3286.12
ACC001635,retail,2025-08-24,24,1927.38
ACC001636,retail,2018-08-24,14,3115.72
ACC001637,retail,2025-10-26,6,2320.35
ACC001638,retail,2025-03-22,7,2115.95
ACC001639,retail,2025-08-10,5,1899.94
ACC001640,small_business,2022-10-31,26,4101.62
ACC001641,small_business,2025-12-30,18,1416.95
ACC001642,retail,2022-10-04,12,3035.7
ACC001643,retail,2025-09-04,17,3726.91
ACC001644,retail,2024-09-16,17,3394.06
ACC001645,retail,2025-06-07,9,1448.75
ACC001646,retail,2021-11-07,27,2974.34
ACC001647,retail,2025-09-20,6,4776.22
ACC001648,retail,2024-09-14,9,3329.68
ACC001649,retail,2025-06-30,27,2991.18
ACC001650,retail,2025-10-19,16,1595.25
ACC001651,retail,2024-05-03,26,1859.78
ACC001652,retail,2024-04-10,10,1426.87
ACC001653,retail,2025-09-15,24,4259.16
ACC001654,retail,2025-03-27,28,3183.44
ACC001655,retail,2022-04-08,11,7175.94
ACC001656,retail,2023-10-28,26,3241.57
ACC001657,retail,2025-01-17,4,1926.29
ACC001658,retail,2025-06-29,15,2873.59
ACC001659,retail,2023-10-17,3,2089.94
ACC001660,retail,2022-04-11,5,4039.22
ACC001661,small_business,2025-05-12,25,2652.6
ACC001662,retail,2025-03-09,8,1903.6
ACC001663,retail,2025-12-11,28,4323.26
ACC001664,retail,2025-06-20,22,1731.2
ACC001665,retail,2025-07-31,24,1935.47
ACC001666,retail,2025-08-06,22,2900.83
ACC001667,retail,2025-01-23,13,3448.13
ACC001668,new_account,2025-09-13,28,0.0
ACC001669,retail,2024-08-16,26,2182.8
ACC001670,retail,2025-12-06,18,3233.42
ACC001671,retail,2024-07-12,12,3653.51
ACC001672,retail,2023-12-21,3,2509.59
ACC001673,retail,2025-09-25,26,4830.2
ACC001674,retail,2025-11-09,13,1618.3
ACC001675,retail,2025-09-14,1,2516.34
ACC001676,retail,2025-09-25,9,1726.33
ACC001677,retail,2025-06-17,18,2316.91
ACC001678,retail,2025-08-02,4,3994.93
ACC001679,retail,2025-03-25,15,3633.25
ACC001680,retail,2025-07-07,12,3475.08
ACC001681,retail,2025-08-04,22,3170.98
ACC001682,retail,2025-06-05,24,2605.5
ACC001683,retail,2024-09-16,22,2197.32
ACC001684,retail,2025-08-15,9,4512.11
ACC001685,retail,2024-07-31,19,3914.9
ACC001686,retail,2023-04-21,13,1879.05
ACC001687,retail,2024-06-23,27,1533.9
ACC001688,retail,2025-07-23,21,3645.69
ACC001689,retail,2023-08-06,12,6498.57
ACC001690,retail,2025-12-11,4,4491.96
ACC001691,retail,2025-04-06,22,2046.41
ACC001692,retail,2025-07-30,8,2382.0
ACC001693,retail,2025-04-27,16,3504.09
ACC001694,retail,2024-05-13,1,3969.32
ACC001695,retail,2024-05-27,20,3370.99
ACC001696,retail,2025-01-22,18,2143.41
ACC001697,retail,2025-05-01,11,2415.71
ACC001698,retail,2025-11-29,20,3019.85
ACC001699,retail,2025-08-16,8,1925.91
ACC001700,retail,2024-04-08,21,3146.78
ACC001701,retail,2025-11-18,3,1154.4
ACC001702,retail,2024-11-08,21,6746.83
ACC001703,retail,2024-01-28,27,2283.03
ACC001704,retail,2025-12-12,15,3226.54
ACC001705,retail,2025-11-04,23,2265.36
ACC001706,small_business,2024-12-20,10,1680.64
ACC001707,retail,2024-08-24,21,3393.9
ACC001708,retail,2024-11-20,14,2408.86
ACC001709,retail,2019-05-13,4,2079.19
ACC001710,small_business,2025-12-23,5,2027.02
ACC001711,retail,2024-08-03,2,3622.51
ACC001712,retail,2025-11-08,2,4576.88
ACC001713,retail,2021-07-29,10,2835.38
ACC001714,retail,2025-07-06,16,4182.87
ACC001715,retail,2024-09-05,4,2281.67
ACC001716,retail,2025-04-23,4,2909.01
ACC001717,small_business,2024-11-18,8,3310.41
ACC001718,retail,2022-01-24,18,1366.73
ACC001719,retail,2025-04-17,5,5155.81
ACC001720,retail,2024-08-17,13,1930.58
ACC001721,retail,2025-08-03,15,3429.43
ACC001722,retail,2025-01-02,12,2126.58
ACC001723,retail,2023-07-31,22,1461.96
ACC001724,retail,2024-10-14,24,1221.47
ACC001725,retail,2025-09-11,23,4766.54
ACC001726,retail,2025-09-12,18,2673.07
ACC001727,retail,2025-10-08,14,3717.31
ACC001728,retail,2023-12-21,19,3913.13
ACC001729,retail,2025-07-18,24,2097.91
ACC001730,retail,2025-01-17,24,3102.47
ACC001731,retail,2025-10-10,5,4721.44
ACC001732,retail,2025-12-12,14,3356.42
ACC001733,retail,2024-02-17,21,1876.48
ACC001734,retail,2025-08-26,4,1748.91
ACC001735,retail,2024-07-19,27,4795.53
ACC001736,retail,2024-10-09,16,6246.3
ACC001737,retail,2025-07-12,20,4188.22
ACC001738,small_business,2024-12-02,14,3523.01
ACC001739,retail,2025-11-18,9,3392.34
ACC001740,retail,2024-05-03,2,4981.7
ACC001741,retail,2024-01-13,23,2478.81
ACC001742,retail,2025-08-04,12,4034.45
ACC001743,small_business,2025-12-19,7,1848.61
ACC001744,retail,2025-10-16,15,3341.99
ACC001745,retail,2025-04-04,15,3527.27
ACC001746,retail,2023-05-06,8,2365.71
ACC001747,retail,2024-11-12,28,2354.93
ACC001748,retail,2025-01-06,12,2481.32
ACC001749,retail,2025-08-06,4,1251.54
ACC001750,new_account,2025-08-16,22,0.0
ACC001751,retail,2025-07-10,12,1848.86
ACC001752,retail,2025-09-07,18,2736.33
ACC001753,retail,2025-11-19,21,3469.49
ACC001754,retail,2023-05-27,12,3878.12
ACC001755,retail,2025-08-11,2,2899.19
ACC001756,retail,2025-08-10,13,2776.18
ACC001757,retail,2025-11-02,9,2069.11
ACC001758,retail,2024-11-15,7,2452.63
ACC001759,retail,2025-02-27,4,4581.28
ACC001760,retail,2024-09-29,28,1711.03
ACC001761,retail,2025-05-03,27,4046.24
ACC001762,retail,2025-01-29,15,3642.16
ACC001763,retail,2021-09-21,3,2097.73
ACC001764,new_account,2024-09-24,22,0.0
ACC001765,retail,2024-04-01,7,3250.85
ACC001766,small_business,2025-06-22,21,2640.33
ACC001767,retail,2025-05-22,21,1438.8
ACC001768,retail,2022-12-28,20,2347.09
ACC001769,small_business,2025-10-17,1,3456.75
ACC001770,retail,2025-12-05,2,3765.84
ACC001771,retail,2023-05-04,26,5204.47
ACC001772,retail,2024-08-11,11,4170.28
ACC001773,retail,2025-06-27,8,1993.72
ACC001774,retail,2025-09-16,5,3442.89
ACC001775,retail,2025-06-08,26,2082.8
ACC001776,retail,2023-05-16,19,3254.26
ACC001777,retail,2024-02-16,7,4192.23
ACC001778,small_business,2023-04-18,3,1823.16
ACC001779,retail,2024-04-07,27,2348.27
ACC001780,retail,2024-02-24,25,2644.74
ACC001781,retail,2025-11-25,18,1861.64
ACC001782,retail,2021-04-25,7,6174.71
ACC001783,retail,2025-08-22,19,3241.49
ACC001784,small_business,2025-04-02,7,2010.6
ACC001785,retail,2025-05-10,27,4485.5
ACC001786,retail,2025-07-06,28,4305.14
ACC001787,retail,2025-12-03,8,3708.25
ACC001788,new_account,2025-04-19,11,0.0
ACC001789,retail,2025-05-20,25,1250.59
ACC001790,retail,2025-01-05,5,2734.26
ACC001791,retail,2024-11-30,26,4337.23
ACC001792,retail,2025-10-31,20,2596.54
ACC001793,retail,2024-07-18,1,3625.33
ACC001794,retail,2025-03-25,9,5306.98
ACC001795,retail,2025-12-29,28,2428.55
ACC001796,retail,2025-01-13,5,4714.56
ACC001797,retail,2025-05-27,5,958.14
ACC001798,retail,2025-05-13,18,2090.31
ACC001799,retail,2025-01-11,9,4059.11
ACC001800,retail,2025-09-15,26,4621.28
ACC001801,retail,2025-09-04,6,3533.8
ACC001802,retail,2024-10-16,4,2271.75
ACC001803,retail,2024-12-03,22,929.18
ACC001804,retail,2020-01-19,28,1330.17
ACC001805,retail,2023-04-13,1,960.13
ACC001806,retail,2025-05-07,5,3846.54
ACC001807,retail,2025-10-08,1,5690.31
ACC001808,retail,2025-09-11,12,2698.78
ACC001809,small_business,2025-03-03,26,3830.1
